start_tz,start,end_tz,end,activity
UTC,1476737991,UTC,1476741371,uni
UTC,1476778689,UTC,1476780527,work
UTC,1476792538,UTC,1476794371,work
UTC,1476794371,UTC,1476794972,uni
UTC,1476794972,UTC,1476803172,work
UTC,1476861609,UTC,1476870037,work
UTC,1476884603,UTC,1476889406,uni
UTC,1476892241,UTC,1476893881,uni
UTC,1476953405,UTC,1476957557,work
UTC,1476964929,UTC,1476968894,uni
UTC,1476976105,UTC,1476999629,uni
UTC,1477036839,UTC,1477038099,work
UTC,1477040912,UTC,1477042181,work
UTC,1477042181,UTC,1477048081,uni
UTC,1477053260,UTC,1477055090,work
